track_title,artist_name,spotify_album,spotify_release_date,spotify_duration_ms,spotify_popularity,spotify_genres,spotify_danceability,spotify_energy,spotify_valence,spotify_acousticness,spotify_instrumentalness,spotify_liveness,spotify_speechiness,spotify_tempo,spotify_mode,spotify_loudness,spotify_time_signature
One,"Mary J. Blige, U2",The Breakthrough,2005-01-01,260466,61,dance pop,0.342,0.875,0.259,0.0827,0.0,0.129,0.0792,185.948,1,-3.164,4
Solamente Tú,Pablo Alborán,Pablo Alboran (Deluxe),2011-02-01,247186,68,latin arena pop,0.519,0.419,0.266,0.457,0.0,0.161,0.033,140.033,1,-6.276,4
Tá OK,Dennis,Tá OK (Remix),2023-08-03,171760,69,funk carioca,0.882,0.934,0.611,0.292,0.0024,0.0549,0.0501,130.032,0,-1.479,4
Say You Won't Let Go,James Arthur,Back from the Edge,2016-10-28,211466,84,pop,0.358,0.557,0.494,0.695,0.0,0.0902,0.059,85.043,1,-7.398,4
Não Me Deixes Partir,HMB,Hmb,2016-02-17,324160,18,portuguese pop,0.746,0.331,0.171,0.581,0.000263,0.0857,0.0369,107.981,0,-11.324,3
No Te Enamores [remix],Milly ,No Te Enamores (Remix),2020-11-20,289933,59,reggaeton flow,0.824,0.837,0.58,0.573,0.0000166,0.271,0.107,100.021,1,-4.603,4
When Love Takes Over,"David Guetta, Kelly Rowland",One Love (Deluxe),2009-08-21,191000,56,big room,0.675,0.862,0.498,0.0165,0.000427,0.169,0.0253,129.967,1,-4.614,4
Gravity,John Mayer,Continuum,2006-09-11,245826,70,neo mellow,0.753,0.326,0.237,0.731,0.00131,0.24,0.0342,123.799,1,-9.883,3
Moça,Ivandro,Trovador,2024-02-16,180491,52,hip hop tuga,0.486,0.441,0.29,0.639,0.000277,0.102,0.364,176.147,1,-9.068,4
Superheroes,The Script,No Sound Without Silence,2014-09-15,245466,71,celtic rock,0.49,0.885,0.64,0.00218,0.0,0.0741,0.0396,166.996,1,-4.121,4
Closer to the Edge,Thirty Seconds to Mars,This Is War (Deluxe),2009-01-01,273466,60,modern rock,0.502,0.948,0.102,0.0101,4.49e-6,0.0809,0.12,139.979,1,-3.717,4
HOPELESSLY DEVOTED TO YOU,OLIVIA NEWTON-JOHN,20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John,2002-02-05,186000,58,adult standards,0.574,0.514,0.352,0.313,0.00362,0.274,0.028,111.005,0,-8.02,3
BELIEVER,IMAGINE DRAGONS,Evolve,2017-06-23,204346,85,modern rock,0.776,0.78,0.666,0.0622,0.0,0.081,0.128,124.949,0,-4.374,4
ACORDAR,PLUTONIO,Acordar,2024-05-24,197862,56,hip hop tuga,0.793,0.747,0.533,0.285,0.000218,0.0873,0.0931,100.011,0,-6.632,4
The only Exception,Paramore,Brand New Eyes,2009-09-28,267653,74,candy pop,0.452,0.563,0.209,0.144,0.0,0.143,0.0272,137.715,1,-6.607,3
A THOUSAND YEARS,CHRISTINA PERRI,a thousand years,2011-10-18,285120,80,pop,0.421,0.407,0.161,0.309,0.000961,0.11,0.0267,139.028,1,-7.445,3
ALEJANDRO,LADY GAGA,The Fame Monster (Deluxe Edition),2009-08-05,274213,70,art pop,0.626,0.799,0.37,0.00036,0.00155,0.36,0.0461,98.993,0,-6.612,4
DIAS CINZENTOS,NUNO RIBEIRO,Dias Cinzentos,2022-02-18,177843,45,portuguese pop,0.345,0.484,0.348,0.624,0.0,0.118,0.04,154.982,1,-6.641,4
Take Me To The Beach,"Imagine Dragons, Baker Boy",Take Me to the Beach (feat. Baker Boy),2024-10-11,185352,69,modern rock,0.826,0.71,0.867,0.0408,0.0,0.123,0.0999,105.05,1,-5.054,4
Perdoname,"Pablo Alborán, Carminho",Pablo Alboran (Deluxe),2011-02-01,256435,48,latin arena pop,0.667,0.463,0.337,0.577,0.0,0.107,0.033,115.414,1,-8.772,4
I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),2022-08-26,175238,85,big room,0.561,0.965,0.304,0.00383,7.07e-6,0.371,0.0343,128.04,0,-3.673,4
WICKED GAME,CHRIS ISAAK,Heart Shaped World,1989-06-13,289066,79,mellow gold,0.663,0.296,0.359,0.68,0.00837,0.0879,0.0294,112.306,1,-18.09,4
DIZ-SE AÍ (DOIS PARES DE BOTAS),"NENA, JOANA ALMEIRANTE",Diz-se aí ... (Dois Pares de Botas),2024-10-11,197586,34,portuguese pop,0.57,0.626,0.673,0.613,0.0,0.245,0.0463,169.671,0,-6.305,4
SI ANTES TE HUBIERA CONOCIDO,KAROL G.,Si Antes Te Hubiera Conocido,2024-06-21,195824,93,reggaeton,0.924,0.668,0.787,0.446,0.000594,0.0678,0.0469,128.027,1,-6.795,4
Try,Colbie Caillat,Gypsy Heart,2014-09-30,224573,54,dance pop,0.603,0.376,0.538,0.807,0.0,0.108,0.0288,139.995,1,-9.77,4
Burning Down,Alex Warren,"You'll Be Alright, Kid (Chapter 1)",2024-09-27,179437,75,gen z singer-songwriter,0.499,0.674,0.442,0.0745,0.0,0.0645,0.0389,171.892,0,-3.866,4
Nosso Quadro,"AgroPlay, Ana Castela",Agroplay Verão,2023-08-18,173698,65,agronejo,0.694,0.709,0.606,0.334,0.0,0.329,0.196,160.042,1,-4.821,4
BE ALRIGHT,DEAN LEWIS,A Place We Knew,2019-03-22,196493,76,australian pop,0.551,0.537,0.493,0.705,0.0,0.0802,0.034,126.421,1,-7.595,4
The Hardest Part,Coldplay,X&Y,2005-06-07,262880,60,permanent wave,0.5,0.844,0.445,0.0228,0.00398,0.455,0.0368,123.721,1,-5.883,4
CANT HOLD US,MACKLEMORE & RYAN LEWIS feat. RAY DALTON,The Heist,2012-10-09,258431,82,pop rap,0.633,0.927,0.88,0.0267,0.0,0.0986,0.0839,146.097,1,-4.468,4
TOXIC,BRITNEY SPEARS,In The Zone,2003-11-13,198800,83,dance pop,0.774,0.838,0.924,0.0249,0.025,0.242,0.114,143.04,0,-3.914,4
So What,Pink,Funhouse (Expanded Edition),2008-10-24,215160,74,dance pop,0.534,0.87,0.462,0.000334,0.0,0.241,0.0425,126.019,0,-3.078,4
Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),2002-02-26,186251,75,contemporary vocal jazz,0.745,0.219,0.635,0.851,0.000018,0.0678,0.0276,88.609,1,-11.216,4
Loco Contigo,DJ Snake,Carte Blanche,2019-07-25,185194,71,dance pop,0.827,0.757,0.374,0.283,1.56e-6,0.102,0.0564,95.983,0,-2.985,4
You Say,Lauren Daigle,Look Up Child,2018-09-07,274693,72,ccm,0.494,0.632,0.0797,0.682,0.0,0.0869,0.0342,147.873,1,-6.89,4
This Is the Life,Amy MacDonald,This Is The Life (eDeluxe),2007-01-01,184413,74,scottish singer-songwriter,0.628,0.882,0.853,0.259,0.0,0.065,0.0323,95.083,0,-5.024,4
It Wasn't Me,Shaggy,Hot Shot,2000-08-08,227600,77,dance pop,0.853,0.606,0.653,0.0561,0.0,0.313,0.072,94.753,1,-4.596,4
Mercy,Shawn Mendes,Illuminate (Deluxe),2017-04-20,208733,78,canadian pop,0.554,0.662,0.338,0.126,0.0,0.111,0.0821,148.122,0,-4.957,4
Tonight,Reamonn,Wish,2006-01-01,214666,46,german pop rock,0.54,0.7,0.208,0.319,0.0,0.164,0.0282,145.092,0,-4.327,4
Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,227741,73,pop,0.719,0.798,0.591,0.0162,2.34e-6,0.134,0.0361,120.012,1,-4.582,4
I Don't Care,"Ed Sheeran, Justin Bieber",No.6 Collaborations Project,2019-07-12,219946,78,pop,0.798,0.676,0.843,0.0902,0.0,0.0894,0.0442,101.956,1,-5.041,4
I'm Not the only One,Sam Smith,In The Lonely Hour,2014-05-26,239316,82,pop,0.678,0.484,0.493,0.529,0.0000201,0.0766,0.0361,82.004,1,-5.795,4
Outros Planos,Rita Rocha,Outros Planos,2022-11-24,221096,38,"",0.609,0.34,0.246,0.776,0.0000155,0.104,0.0323,100.093,1,-9.675,4
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),1999-06-08,255373,79,alternative rock,0.458,0.795,0.513,0.00316,0.000202,0.0756,0.0574,123.229,1,-3.265,4
THUNDER,IMAGINE DRAGONS,Evolve,2017-06-23,187146,84,modern rock,0.604,0.822,0.288,0.00672,0.134,0.147,0.0438,167.997,1,-4.833,4
BODY MOVING,ELIZA ROSE & CALVIN HARRIS,Body Moving,2023-11-17,154215,61,house,0.788,0.906,0.811,0.0222,0.00283,0.0822,0.0382,128.004,0,-5.863,4
Makes Me Wonder,Maroon 5,It Won't Be Soon Before Long.,2007-01-01,211080,55,pop,0.803,0.852,0.878,0.00484,0.000331,0.0576,0.0357,113.998,1,-2.429,4
HATE THAT I LOVE YOU,RIHANNA feat. NE-YO,Good Girl Gone Bad: The Remixes,2009-01-01,238613,19,barbadian pop,0.631,0.906,0.585,0.00133,0.00369,0.356,0.0287,121.982,1,-3.825,4
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,2022-05-06,243716,79,reggaeton,0.65,0.715,0.187,0.0993,0.000291,0.126,0.253,106.672,0,-5.198,4
Foi assim que Aconteceu,Marisa Liz,Foi Assim Que Aconteceu,2023-03-09,205898,38,"",0.523,0.347,0.114,0.732,3.07e-6,0.24,0.034,119.233,1,-8.842,3
HOW YOU REMIND ME,NICKELBACK,Silver Side Up,2001-09-11,223840,83,alternative metal,0.446,0.764,0.543,0.00135,0.0,0.099,0.033,172.094,1,-5.042,4
Here I Am,Bryan Adams,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),2002-05-04,284066,56,canadian pop,0.581,0.777,0.162,0.0078,0.0000404,0.0891,0.0296,98.963,1,-7.122,4
In Your Eyes [remix],The Weeknd,In Your Eyes (Remix),2020-05-21,237911,59,canadian contemporary r&b,0.679,0.731,0.727,0.00518,0.000127,0.0614,0.0319,99.984,0,-5.522,4
SAFE AND SOUND,CAPITAL CITIES,In A Tidal Wave of Mystery,2013-06-04,192789,83,metropopolis,0.655,0.818,0.767,0.000182,0.00399,0.104,0.0319,117.956,1,-4.852,5
HURT,CHRISTINA AGUILERA,Back To Basics,2006-08-14,243373,62,dance pop,0.327,0.295,0.143,0.775,0.0,0.107,0.0313,148.574,0,-6.907,4
WE FOUND LOVE,RIHANNA feat. CALVIN HARRIS,We Found Love (The Remixes),2011-09-22,357226,33,barbadian pop,0.64,0.781,0.592,0.00022,0.298,0.0647,0.0482,128.993,1,-3.375,4
No One,Alicia Keys,No One (Remixes),2007-10-09,254523,75,neo soul,0.641,0.552,0.152,0.027,4.63e-6,0.148,0.0283,90.098,0,-5.423,4
Rockstar,DaBaby,BLAME IT ON BABY,2020-04-17,181733,73,hip hop,0.746,0.69,0.497,0.247,0.0,0.101,0.164,89.977,1,-7.956,4
Wherever You Will Go,The Calling,Camino Palmero,2001-01-01,208600,74,neo mellow,0.558,0.719,0.371,0.0367,0.0,0.115,0.0267,112.027,1,-5.113,4
Te Boté [remix],Casper Magico ,Te Boté (Remix),2018-04-13,417920,71,reggaeton,0.903,0.675,0.442,0.542,0.0000128,0.0595,0.214,96.507,0,-3.445,4
Antes da Noite Acabar,Bianca Barros,Antes Da Noite Acabar,2022-10-25,212410,34,portuguese pop,0.587,0.48,0.269,0.307,0.0,0.104,0.033,105.814,1,-7.148,4
Don't Lie,Black Eyed Peas,Monkey Business,2005-01-01,219000,45,dance pop,0.662,0.785,0.602,0.166,0.0,0.0784,0.186,89.882,1,-5.299,4
MOMENTO,PEDRO ABRUNHOSA,Corpo i Alma,2020-11-27,282506,20,portuguese pop,0.776,0.33,0.621,0.697,0.000963,0.104,0.0403,110.877,0,-9.867,4
NÓS OS DOIS,BÁRBARA BANDEIRA,Nós os Dois,2019-11-06,204648,45,portuguese pop,0.423,0.24,0.564,0.882,0.0,0.11,0.0367,138.269,1,-9.086,4
Hold Me Closer,"Elton John, Britney Spears",Hold Me Closer,2022-08-26,202245,70,glam rock,0.667,0.75,0.486,0.0746,0.000198,0.197,0.0906,126.041,1,-4.602,4
Die For You (Remix),The Weeknd,Starboy (Deluxe),2023-03-14,232857,77,canadian contemporary r&b,0.568,0.485,0.517,0.276,0.0,0.323,0.0582,66.961,0,-7.635,4
Starboy,"The Weeknd, Daft Punk",Starboy,2016-11-25,230453,87,canadian contemporary r&b,0.679,0.587,0.486,0.141,6.35e-6,0.137,0.276,186.003,1,-7.015,4
QUEM ME DERA,MARIZA,Mariza,2018-05-25,256920,43,fado,0.495,0.43,0.0772,0.495,0.0,0.113,0.0368,97.525,0,-5.97,4
Starboy,The Weeknd,Starboy,2016-11-25,230453,87,canadian contemporary r&b,0.679,0.587,0.486,0.141,6.35e-6,0.137,0.276,186.003,1,-7.015,4
CANÇÃO DO ELEVADOR,AFONSO DUBRAZ,Barulho de Fundo,2024-05-17,202368,31,"",0.604,0.5,0.889,0.214,0.0,0.162,0.0415,170.165,1,-8.353,4
BEAUTIFUL,CHRISTINA AGUILERA,Stripped,2002-07-19,238560,66,dance pop,0.456,0.573,0.0992,0.578,3.05e-6,0.114,0.0275,76.19,0,-3.866,4
A Máquina (Acordou),Amor Electro,Cai o Carmo e a Trindade,2011-04-28,320066,37,portuguese pop,0.616,0.63,0.177,0.269,0.00485,0.157,0.0539,164.06,1,-7.692,4
Let Me Love You,Mario,Turning Point,2004-12-06,249093,70,dance pop,0.622,0.593,0.607,0.163,0.0,0.0979,0.0916,94.364,0,-8.352,4
Star,Reamonn,Beautiful Sky,2003-01-01,255040,40,german pop rock,0.568,0.651,0.32,0.0466,7.81e-6,0.118,0.0253,149.955,0,-5.379,4
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,138411,80,deep underground hip hop,0.943,0.558,0.606,0.0026,2.19e-6,0.0937,0.0568,104.983,1,-4.911,4
Heartless,Richie Campbell,Heartbreak & Other Stories,2023-03-17,164706,48,hip hop tuga,0.786,0.563,0.269,0.292,0.0,0.11,0.229,119.975,0,-7.807,4
NOUBLIEZ JAMAIS,JOE COCKER,Across from Midnight,1997-08-29,283106,28,album rock,0.586,0.484,0.351,0.136,0.0,0.0598,0.0246,86.872,1,-8.395,4
Titanium,"David Guetta, Sia",Nothing but the Beat 2.0,2011-08-24,245040,68,big room,0.604,0.788,0.301,0.0678,0.153,0.127,0.103,126.06,0,-3.673,4
Complicated,Avril Lavigne,Let Go,2002-06-04,244506,81,canadian pop,0.585,0.776,0.427,0.0572,7.74e-6,0.3,0.0459,77.987,1,-5.898,4
Billie Jean,Michael Jackson,Thriller,1982-11-30,294226,82,r&b,0.932,0.457,0.884,0.0173,0.0436,0.0414,0.0541,117.002,0,-9.62,4
Paciência,"João Pedro Pais, Mafalda Veiga",Lado a lado,2007-11-05,222986,20,classic portuguese pop,0.349,0.537,0.132,0.515,0.00169,0.931,0.0506,111.51,1,-8.86,4
ALIBI,SEVDALIZA with PABLLO VITTAR & YSEULT,Alibi (with Pabllo Vittar & Yseult),2024-06-28,161655,68,alternative r&b,0.741,0.754,0.717,0.00526,8.21e-6,0.125,0.0327,126.98,0,-5.412,4
SHUT UP AND DANCE,WALK THE MOON,TALKING IS HARD,2014-12-02,199080,84,dance rock,0.578,0.866,0.619,0.00701,0.0,0.257,0.0619,128.038,1,-3.804,4
"YOUNG, WILD & FREE",WIZ KHALIFA feat. SNOOP DOGG & BRUNO MARS,"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,207333,74,g funk,0.715,0.655,0.531,0.0525,0.0,0.115,0.137,95.078,1,-6.425,4
Haja o que Houver,Madredeus,O Paraiso [14 Canções],1997-10-20,273893,39,fado,0.478,0.266,0.193,0.961,0.348,0.116,0.0306,130.433,1,-13.097,4
Video Games,Lana Del Rey,Born To Die – Paradise Edition (Special Version),2012-01-01,281946,70,art pop,0.39,0.252,0.181,0.808,0.0,0.0887,0.0298,122.053,0,-9.666,4
Party Rock Anthem,"LMFAO, Lauren Bennett , Goonrock",Sorry For Party Rocking,2011-01-01,262173,67,dance pop,0.75,0.727,0.359,0.0188,0.0,0.266,0.142,129.992,0,-4.21,4
I AINT WORRIED,ONEREPUBLIC,Artificial Paradise (Deluxe),2024-07-12,148485,78,piano rock,0.713,0.792,0.81,0.103,0.00052,0.0698,0.0467,139.976,1,-5.957,4
Visiting Hours,Ed Sheeran,=,2021-10-25,215506,65,pop,0.471,0.396,0.263,0.77,0.0,0.0729,0.0336,149.609,1,-6.654,4
Monaco,Bad Bunny ,nadie sabe lo que va a pasar mañana,2023-10-13,267194,77,reggaeton,0.787,0.621,0.13,0.15,0.000402,0.58,0.068,139.056,0,-5.009,4
Don't Stop the Music,Rihanna,Good Girl Gone Bad,2007-01-01,267080,69,barbadian pop,0.834,0.669,0.547,0.0341,0.0000718,0.0535,0.0637,122.669,0,-5.582,4
Could've Been,"H.E.R., Bryson Tiller",I Used To Know Her,2019-08-30,252746,75,r&b,0.45,0.352,0.408,0.649,3.8e-6,0.249,0.267,102.679,0,-11.733,4
Poblado [remix],J Balvin ,Poblado (Remix),2021-06-18,393280,64,reggaeton,0.813,0.809,0.646,0.102,1.37e-6,0.377,0.0846,93.005,0,-5.382,4
Mamacita,Black Eyed Peas,MAMACITA,2020-04-10,249142,60,dance pop,0.894,0.635,0.428,0.193,0.00105,0.0823,0.0473,105.013,1,-6.929,4
Firestone,"Kygo, Conrad",Cloud Nine,2016-05-13,271640,75,edm,0.704,0.634,0.411,0.393,0.0000317,0.0952,0.0428,113.927,0,-7.374,4
CAVALINHO,PEDRO SAMPAIO & GASPARZINHO,CAVALINHO,2024-01-25,138591,65,funk carioca,0.761,0.833,0.949,0.117,5.72e-6,0.0981,0.0512,142.022,0,-2.936,4
WHERE ARE YOU NOW,LOST FREQUENCIES & CALUM SCOTT,All Stand Together,2023-11-10,149066,81,belgian edm,0.762,0.632,0.282,0.51,0.000205,0.18,0.085,121.031,0,-8.312,4
WHATEVER,"KYGO, AVA MAX",Whatever,2024-01-19,178273,77,edm,0.58,0.777,0.589,0.104,0.0,0.342,0.0655,108.005,1,-5.69,4
HEATHENS,TWENTY ONE PILOTS,Heathens,2016-06-16,195920,82,modern rock,0.732,0.396,0.548,0.0841,0.0000358,0.105,0.0286,90.024,0,-9.348,4
I Kissed a Girl,Katy Perry,One Of The Boys,2008-06-17,179640,68,pop,0.702,0.76,0.696,0.00226,0.0,0.132,0.0684,129.996,1,-3.174,4
Chakras,Ivandro,Trovador,2024-02-16,195764,53,hip hop tuga,0.787,0.84,0.574,0.804,0.0007,0.105,0.0696,100.03,0,-5.923,4
CALM DOWN,REMA & SELENA GOMEZ,Calm Down (with Selena Gomez),2022-08-25,239317,79,afrobeats,0.801,0.806,0.802,0.382,0.000669,0.114,0.0381,106.999,1,-5.206,4
ADORE YOU,HARRY STYLES,Fine Line,2019-12-13,207133,79,pop,0.676,0.771,0.569,0.0237,7e-6,0.102,0.0483,99.048,1,-3.675,4
GIRLFRIEND,AVRIL LAVIGNE,The Best Damn Thing (Expanded Edition),2007-04-17,216600,73,canadian pop,0.56,0.959,0.669,0.000722,0.000221,0.209,0.102,163.983,1,-2.433,4
CANT GET YOU OUT OF MY HEAD,KYLIE MINOGUE,Fever,2001-10-01,230640,77,australian dance,0.766,0.563,0.964,0.0263,0.683,0.115,0.0339,126.007,0,-7.516,4
Stand by Me,Seal,Soul,2008-10-31,243773,36,british soul,0.734,0.409,0.779,0.246,0.0,0.128,0.028,107.453,1,-7.596,4
ANOTHER LOVE (TIESTO REMIX),TOM ODELL,Another Love (Tiësto Remix),2022-05-13,185365,69,chill pop,0.79,0.764,0.473,0.0836,0.0871,0.132,0.0737,123.046,0,-4.685,4
360,CHARLI XCX,BRAT,2024-06-07,133805,82,art pop,0.857,0.62,0.796,0.646,0.244,0.0934,0.0472,120.042,1,-8.13,4
FAMILY AFFAIR,MARY J. BLIGE,No More Drama,2001-08-28,265866,78,dance pop,0.911,0.551,0.969,0.133,0.0000435,0.0863,0.045,92.887,0,-3.75,4
Uptown Funk,"Mark Ronson, Bruno Mars",Uptown Special,2015-01-12,269666,83,pop soul,0.856,0.609,0.928,0.00801,0.0000815,0.0344,0.0824,114.988,1,-7.223,4
POCPOC,Pedro Sampaio ,POCPOC,2023-11-23,127384,67,funk carioca,0.837,0.636,0.857,0.239,0.0,0.0683,0.0521,129.891,0,-4.206,4
SNAP,ROSA LINN,SNAP,2022-03-19,179551,79,alt z,0.565,0.636,0.526,0.107,9.9e-6,0.447,0.0622,170.027,1,-8.198,4
CASA,FERNANDO DANIEL,V.H.S (vol.1),2023-05-26,206700,51,portuguese pop,0.547,0.392,0.324,0.761,0.0,0.129,0.0312,143.134,0,-7.45,4
Si No Estás,Iñigo Quintero,Si No Estás,2022-09-23,184061,80,"",0.537,0.421,0.524,0.827,0.0,0.138,0.0285,98.224,1,-8.72,4
Fast Car,Luke Combs,Gettin' Old,2023-03-24,265493,82,contemporary country,0.712,0.603,0.67,0.186,0.0,0.115,0.0262,97.994,1,-5.52,4
Impossible,James Arthur,James Arthur (Deluxe),2013-11-04,209440,75,pop,0.376,0.695,0.302,0.135,0.0,0.11,0.0933,169.533,0,-4.782,4
APPLE,CHARLI XCX,BRAT,2024-06-07,151739,85,art pop,0.804,0.957,0.962,0.125,0.0174,0.114,0.034,126.035,1,-5.452,4
Tu Sabes,"Diana Lima, Murta",TU SABES,2023-11-16,186699,44,hip hop tuga,0.517,0.508,0.532,0.787,4.6e-6,0.109,0.0757,81.975,1,-7.394,4
I LIKE THE WAY YOU KISS ME,ARTEMAS,i like the way you kiss me,2024-03-19,142514,85,"",0.599,0.946,0.747,0.000938,0.0106,0.0826,0.0447,151.647,1,-4.263,4
DISEASE,LADY GAGA,Disease,2024-10-25,229997,84,art pop,0.562,0.917,0.501,0.0513,0.0,0.488,0.117,100.987,0,-2.768,4
WE BELONG,PAT BENATAR,Tropico,1984-01-01,221133,66,album rock,0.706,0.322,0.305,0.529,2.41e-6,0.576,0.0467,135.155,1,-14.108,4
BURN,ELLIE GOULDING,Halcyon Nights,2012-10-12,231213,73,indietronica,0.313,0.76,0.343,0.3,0.0,0.105,0.0616,86.735,0,-5.049,4
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),2019-06-19,190799,78,canadian pop,0.759,0.548,0.75,0.0379,0.0,0.0828,0.0289,116.963,0,-6.049,4
ELASTIC HEART,SIA,1000 Forms Of Fear (Deluxe Version),2015-05-04,257200,66,pop,0.421,0.791,0.499,0.0117,0.0000148,0.146,0.0496,130.075,1,-4.998,4
What about Us,Pink,Beautiful Trauma,2017-10-13,269600,72,dance pop,0.491,0.588,0.193,0.0281,2.01e-6,0.0906,0.0506,113.608,1,-6.177,4
"Whenever, Wherever",Shakira,Laundry Service,2001-11-13,196160,75,colombian pop,0.794,0.832,0.871,0.237,0.0000114,0.203,0.0407,107.657,0,-4.862,4
RUNAWAY (U & I),GALANTIS,Pharmacy,2015-06-05,227073,74,dance pop,0.506,0.805,0.383,0.00711,0.00193,0.0856,0.0469,126.008,1,-4.119,4
NORMAL,NENNY,Normal,2024-07-05,172453,36,hip hop tuga,0.527,0.641,0.265,0.0304,0.0,0.0763,0.193,129.88,0,-7.748,5
Não Posso Mais,Pedro Abrunhosa,Viagens,1994-01-01,298093,28,portuguese pop,0.804,0.581,0.581,0.00929,0.141,0.241,0.0672,122.942,1,-10.642,4
Cafeína,DJ Dadda,Cafeína,2018-07-24,187741,42,hip hop tuga,0.798,0.787,0.39,0.41,0.0,0.0931,0.106,123.952,0,-5.931,4
Someone that Cannot Love,David Fonseca,Sing Me Something New,2003-01-01,304213,32,portuguese rock,0.46,0.528,0.43,0.28,0.0000703,0.131,0.0268,151.207,1,-7.249,3
MAMIII,BECKY G & KAROL G,ESQUEMAS,2022-05-13,226093,78,latin pop,0.836,0.703,0.902,0.0845,0.0,0.138,0.0657,94.048,0,-3.554,4
WHATEVER IT TAKES,IMAGINE DRAGONS,Evolve,2017-06-23,201240,81,modern rock,0.672,0.655,0.555,0.0362,0.0,0.117,0.031,134.948,0,-5.021,4
Dynamite,BTS,BE,2020-11-20,199053,78,k-pop,0.746,0.765,0.737,0.0112,0.0,0.0936,0.0993,114.044,0,-4.41,4
Vambora [ao vivo],Adriana Calcanhotto,Público,2000-04-17,302133,49,bossa nova,0.381,0.411,0.139,0.725,2.2e-6,0.0846,0.0285,129.376,0,-7.86,4
ONE,"MARY J. BLIGE, U2",The Breakthrough,2005-01-01,260466,61,dance pop,0.342,0.875,0.259,0.0827,0.0,0.129,0.0792,185.948,1,-3.164,4
OBSESSED,OLIVIA RODRIGO,GUTS (spilled),2024-03-22,170541,78,pop,0.68,0.581,0.63,0.0181,1.07e-6,0.276,0.106,119.974,1,-5.166,4
In My Place,Coldplay,A Rush of Blood to the Head,2002-08-27,226680,72,permanent wave,0.424,0.588,0.193,0.0553,4.95e-6,0.298,0.0278,144.636,1,-5.455,4
P'ra Frente É que É Lisboa,Os Quatro e Meia,Pontos nos Is,2017-06-30,262987,42,portuguese folk,0.629,0.731,0.608,0.243,7.19e-6,0.107,0.0641,75.929,1,-8.471,4
Call Out My Name,The Weeknd,"My Dear Melancholy,",2018-03-30,228373,83,canadian contemporary r&b,0.461,0.593,0.174,0.165,0.0,0.307,0.0356,134.165,1,-4.954,3
BESO,Rosalía,RR,2023-03-24,194543,76,pop,0.768,0.644,0.53,0.736,0.000837,0.173,0.136,95.05,0,-6.671,4
Relación [remix],Sech,Relación (Remix),2020-09-04,247308,65,panamanian pop,0.793,0.771,0.835,0.0337,1.51e-6,0.284,0.0959,171.943,1,-3.417,4
Fortnight,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,228965,85,pop,0.504,0.386,0.281,0.502,0.0000153,0.0961,0.0308,192.004,1,-10.976,4
Dusk till Dawn,"Zayn, Sia",Icarus Falls,2018-12-14,239000,80,pop,0.259,0.437,0.0951,0.102,1.32e-6,0.106,0.0386,180.042,0,-6.589,4
Never Be Yours,Kali Uchis,Never Be Yours,2024-06-21,196025,68,colombian pop,0.386,0.534,0.147,0.598,0.00206,0.0899,0.0385,94.953,1,-9.401,4
IM YOURS,JASON MRAZ,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),2008-05-01,242946,77,acoustic pop,0.703,0.444,0.712,0.559,0.0,0.0973,0.0417,150.96,1,-9.331,4
Bad Liar,Selena Gomez,Bad Liar,2017-05-18,214647,63,pop,0.965,0.414,0.729,0.189,0.0,0.0767,0.0712,121.032,1,-6.408,4
FEEL THIS MOMENT,PITBULL [+] CHRISTINA AGUILERA,Global Warming: Meltdown (Deluxe Version),2012-01-01,229506,77,dance pop,0.673,0.758,0.542,0.039,0.0,0.341,0.158,135.956,1,-3.632,4
LET IT GO,JAMES BAY,Chaos And The Calm,2015-03-23,260532,63,neo mellow,0.536,0.311,0.246,0.82,0.0000165,0.107,0.0288,147.486,1,-10.396,4
WHAT DO YOU MEAN,JUSTIN BIEBER,Purpose (Deluxe),2015-11-13,205680,79,canadian pop,0.845,0.567,0.793,0.59,0.00142,0.0811,0.0956,125.02,0,-8.118,4
SEVEN,JUNG KOOK feat. LATTO,GOLDEN,2023-11-03,183550,84,k-pop,0.79,0.831,0.872,0.312,0.0,0.0797,0.044,124.987,1,-4.185,4
TUSA,KAROL G. x NICKI MINAJ,X 100pre Hits Latinos,2023-07-03,201920,0,reggaeton,0.796,0.701,0.619,0.308,0.0000782,0.0516,0.283,100.954,1,-3.275,4
LOVE LIKE THIS,ZAYN,Love Like This,2023-07-21,173303,59,pop,0.71,0.631,0.458,0.164,3.57e-6,0.0718,0.05,129.991,1,-4.453,4
A Marte,João Só e Abandonados,João Só e Abandonados,2009-09-28,209320,13,musica portuguesa contemporanea,0.563,0.495,0.324,0.0331,3.33e-6,0.177,0.0266,135.097,1,-8.951,4
